"id","name","concentration","duration","cell_line","array_platform","vehicle","vendor","vendor_catalog_id","vendor_catalog_name","drug_concept_id","cas_number","DrugBank.ID"
2921,"fluocinonide",0.000008,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical",774,"Fluocinonide [356-12-7]","C0016299","356-12-7","DB01047"
2922,"bendroflumethiazide",0.0000094,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical",784,"Bendroflumethiazide [73-48-3]","C0004975","73-48-3","DB00436"
2923,"eucatropine",0.0000122,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical",794,"Eucatropine hydrochloride [536-93-6]",NULL,"536-93-6",NULL
2924,"deferoxamine",0.000006,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical",725,"Deferoxamine mesylate [138-14-7]","C0011145","138-14-7","DB00746"
2925,"flecainide",0.0000084,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical",735,"Flecainide acetate [54143-56-5]","C0086303","54143-56-5","DB01195"
2926,"spiramycin",0.0000048,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical",745,"Spiramycin [8025-81-8]","C0037962","8025-81-8",NULL
2927,"piperacillin",0.0000074,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical",755,"Piperacillin sodium salt [59703-84-3]","C0700463","59703-84-3","DB00319"
2928,"ethoxyquin",0.0000184,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical",765,"Ethoxyquin [91-53-2]",NULL,"91-53-2",NULL
2929,"sulfadimidine",0.0000134,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical",775,"Sulfamethazine sodium salt [1981-58-4]",NULL,"1981-58-4","DB01582"
2930,"dicoumarol",0.0000118,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical",785,"Dicumarol [66-76-2]",NULL,"66-76-2","DB00266"
2931,"acacetin",0.000014,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical",695,"Acacetin [480-44-4]",NULL,"480-44-4",NULL
2932,"methylbenzethonium chloride",0.0000086,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical",705,"Methyl benzethonium chloride [25155-18-4]",NULL,"25155-18-4",NULL
2933,"helveticoside",0.0000074,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical",646,"Helveticoside [630-64-8]",NULL,"630-64-8",NULL
2934,"lanatoside C",0.000004,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical",656,"Lanatoside C [17575-22-3]",NULL,"17575-22-3",NULL
2935,"PHA-00851261E",0.00001,6,"MCF7","HT_HG-U133A","DMSO","Pfizer RTC","PHA-00851261E","PHA-00851261E [724719-49-7]",NULL,"724719-49-7",NULL
2936,"0317956-0000",0.00001,6,"MCF7","HT_HG-U133A","DMSO","Pfizer RTC","0317956-0000","0317956-0000 [391210-11-0]",NULL,"391210-11-0",NULL
2937,"PHA-00851261E",0.000001,6,"MCF7","HT_HG-U133A","DMSO","Pfizer RTC","PHA-00851261E","PHA-00851261E [724719-49-7]",NULL,"724719-49-7",NULL
2938,"0317956-0000",0.000001,6,"MCF7","HT_HG-U133A","DMSO","Pfizer RTC","0317956-0000","0317956-0000 [391210-11-0]",NULL,"391210-11-0",NULL
2939,"indapamide",0.0000106,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical",220,"Indapamide [26807-65-8]","C0021186","26807-65-8","DB00808"
2940,"phentolamine",0.0000126,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical",230,"Phentolamine hydrochloride [73-05-2]","C0733398","73-05-2","DB00692"
2941,"proglumide",0.000012,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical",240,"Proglumide [6620-60-6]","C0033321","6620-60-6",NULL
2942,"mexiletine",0.0000186,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical",241,"Mexiletine hydrochloride [5370-01-4]","C0543459","5370-01-4","DB00379"
2943,"ethisterone",0.0000128,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical",261,"Ethisterone [434-03-7]","C0015025","434-03-7",NULL
2944,"vincamine",0.0000112,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical",271,"Vincamine [1617-90-9]","C0042674","1617-90-9",NULL
2945,"fludrocortisone",0.0000094,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical",281,"Fludrocortisone acetate [514-36-3]","C0616274","514-36-3","DB00687"
2946,"dantrolene",0.0000118,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical",291,"Dantrolene sodium salt [14663-23-1]","C0010976","14663-23-1","DB01219"
2947,"trichostatin A",0.0000001,6,"MCF7","HT_HG-U133A","DMSO","Sigma-Aldrich","T8552","Trichostatin A, from Streptomyces sp.",NULL,NULL,NULL
2948,"chlorambucil",0.0000132,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical",1079,"Chlorambucil [305-03-3]","C0008163","305-03-3","DB00291"
2949,"levcycloserine",0.0000392,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical",1089,"(S)-(-)-Cycloserine [339-72-0]",NULL,"339-72-0",NULL
2950,"nialamide",0.0000134,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical",1099,"Nialamide [51-12-7]","C0027999","51-12-7","DB04820"
2951,"trichostatin A",0.0000001,6,"MCF7","HT_HG-U133A","DMSO","Sigma-Aldrich","T8552","Trichostatin A, from Streptomyces sp.",NULL,NULL,NULL
2952,"rifabutin",0.0000048,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical",1109,"Rifabutin [72559-06-9]","C0140575","72559-06-9","DB00615"
2953,"quinethazone",0.0000138,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical",1050,"Quinethazone [73-49-4]","C0164608","73-49-4","DB01325"
2954,"oxaprozin",0.0000136,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical",1060,"Oxaprozin [21256-18-8]","C0069739","21256-18-8","DB00991"
2955,"santonin",0.0000162,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical",1070,"alpha-Santonin [481-06-1]",NULL,"481-06-1",NULL
2956,"Prestwick-1080",0.000015,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical",1080,"Methiazole",NULL,NULL,NULL
2957,"homosalate",0.0000152,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical",1090,"Homosalate [118-56-9]","C0304631","118-56-9","DB11064"
2958,"Prestwick-1100",0.000009,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical",1100,"Vitamin K2 [11032-49-8]",NULL,"11032-49-8",NULL
2959,"parbendazole",0.0000162,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical",1110,"Parbendazole [14255-87-9]",NULL,"14255-87-9",NULL
2960,"ciclacillin",0.0000118,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical",1120,"Cyclacillin [3485-14-1]",NULL,"3485-14-1","DB01000"
2961,"orphenadrine",0.000013,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical",239,"Orphenadrine hydrochloride [341-69-5]","C0699481","341-69-5","DB01173"
2962,"phenelzine",0.000017,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical",170,"Phenelzine sulfate [156-51-4]","C0031392","156-51-4","DB00780"
2963,"flutamide",0.0000144,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical",180,"Flutamide [13311-84-7]","C0016384","13311-84-7","DB00499"
2964,"tolbutamide",0.0000148,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical",190,"Tolbutamide [64-77-7]","C0040374","64-77-7","DB01124"
2965,"camptothecin",0.0000114,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical",200,"Camptothecine (S,+) [7689-03-4]",NULL,"7689-03-4","DB04690"
2966,"fenbendazole",0.0000134,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical",210,"Fenbendazole [43210-67-9]",NULL,"43210-67-9",NULL
2967,"2,6-dimethylpiperidine",0.0000268,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical",666,"(cis-) Nanophine [5072-45-7]",NULL,"5072-45-7",NULL
2968,"beta-escin",0.0000032,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical",676,"Beta-Escin [11072-93-8]","C0005214","11072-93-8",NULL
2969,"lycorine",0.0000124,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical",686,"Lycorine hydrochloride [2188-68-3]",NULL,"2188-68-3",NULL
2970,"ethotoin",0.0000196,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical",696,"Ethotoin [86-35-1]","C0015046","86-35-1","DB00754"
2971,"chlorcyclizine",0.0000118,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical",706,"(1-[(4-Chlorophenyl)phenyl-methyl]-4-methylpiperazine) [1620-21-9]","C0770863","(4-Chlorophenyl)phenyl-me","DB08936"
2972,"pramocaine",0.0000122,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical",716,"Pramoxine hydrochloride [637-58-1]",NULL,"637-58-1","DB09345"
2973,"diethylstilbestrol",0.000015,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical",756,"Diethylstilbestrol [56-53-1]","C0060692","56-53-1","DB00255"
2974,"tinidazole",0.0000162,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical",766,"Tinidazole [19387-91-8]","C0040263","19387-91-8","DB00911"
2975,"guaifenesin",0.0000202,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical",776,"Guaifenesin [93-14-1]","C0018305","93-14-1","DB00874"
2976,"thiamazole",0.000035,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical",786,"Methimazole [60-56-0]",NULL,"60-56-0","DB00763"
2977,"lithocholic acid",0.0000106,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical",796,"Lithocholic acid [434-13-9]",NULL,"434-13-9",NULL
2978,"alpha-ergocryptine",0.000007,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical",727,"Ergocryptine-alpha [511-09-1]",NULL,"511-09-1",NULL
2979,"spiradoline",0.000001,6,"MCF7","HT_HG-U133A","DMSO","Sigma-Aldrich","U105","U-62066 [87151-85-7]",NULL,"87151-85-7",NULL
2980,"withaferin A",0.000001,6,"MCF7","HT_HG-U133A","DMSO","Biomol","CT104","Withaferin A [5119-48-2]",NULL,"5119-48-2",NULL
2981,"citalopram",0.000001,6,"MCF7","HT_HG-U133A","DMSO","Sigma-Aldrich","C7861","Citalopram hydrobromide [59729-32-7]","C0008845","59729-32-7","DB00215"
2982,"paroxetine",0.000001,6,"MCF7","HT_HG-U133A","DMSO","Sigma-Aldrich","P1372","Paroxetine maleate [64006-44-6]","C0771019","64006-44-6","DB00715"
2983,"CP-320650-01",0.00001,6,"MCF7","HT_HG-U133A","DMSO","Pfizer RTC","CP-320650-01","CP-320650-01 [172079-28-6]",NULL,"172079-28-6",NULL
2984,"CP-690334-01",0.00001,6,"MCF7","HT_HG-U133A","DMSO","Pfizer RTC","CP-690334-01","CP-690334-01 [459212-38-5]",NULL,"459212-38-5",NULL
2985,"PHA-00745360",0.00001,6,"MCF7","HT_HG-U133A","DMSO","Pfizer RTC","PHA-00745360","PHA-00745360 [351320-33-7]",NULL,"351320-33-7",NULL
2986,"CP-320650-01",0.000001,6,"MCF7","HT_HG-U133A","DMSO","Pfizer RTC","CP-320650-01","CP-320650-01 [172079-28-6]",NULL,"172079-28-6",NULL
2987,"CP-690334-01",0.000001,6,"MCF7","HT_HG-U133A","DMSO","Pfizer RTC","CP-690334-01","CP-690334-01 [459212-38-5]",NULL,"459212-38-5",NULL
2988,"PHA-00745360",0.000001,6,"MCF7","HT_HG-U133A","DMSO","Pfizer RTC","PHA-00745360","PHA-00745360 [351320-33-7]",NULL,"351320-33-7",NULL
2989,"flunisolide",0.0000092,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical",643,"Flunisolide [3385-03-3]","C0060501","3385-03-3","DB00180"
2990,"solasodine",0.0000096,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical",663,"Solasodine [126-17-0]",NULL,"126-17-0",NULL
2991,"eldeline",0.0000078,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical",673,"Deltaline [6836-11-9]",NULL,"6836-11-9",NULL
2992,"pempidine",0.000013,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical",683,"Pempidine tartrate [546-48-5]",NULL,"546-48-5",NULL
2993,"promazine",0.0000124,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical",693,"Promazine hydrochloride [53-60-1]","C0546875","53-60-1","DB00420"
2994,"famprofazone",0.0000106,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical",703,"Famprofazone [22881-35-2]",NULL,"22881-35-2",NULL
2995,"metamizole sodium",0.000012,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical",713,"Dipyrone [5907-38-0]",NULL,"5907-38-0",NULL
2996,"citiolone",0.0000252,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical",644,"N-Acetyl-DL-homocysteine Thiolactone [1195-16-0]","C0055804","1195-16-0",NULL
2997,"benfotiamine",0.0000086,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical",654,"Benfotiamine [22457-89-2]",NULL,"22457-89-2",NULL
2998,"furaltadone",0.000011,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical",764,"Furaltadone hydrochloride [3759-92-0]",NULL,"3759-92-0",NULL
2999,"fluocinonide",0.000008,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical",774,"Fluocinonide [356-12-7]","C0016299","356-12-7","DB01047"
3000,"bendroflumethiazide",0.0000094,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical",784,"Bendroflumethiazide [73-48-3]","C0004975","73-48-3","DB00436"
3001,"eucatropine",0.0000122,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical",794,"Eucatropine hydrochloride [536-93-6]",NULL,"536-93-6",NULL
3002,"deferoxamine",0.000006,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical",725,"Deferoxamine mesylate [138-14-7]","C0011145","138-14-7","DB00746"
3003,"flecainide",0.0000084,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical",735,"Flecainide acetate [54143-56-5]","C0086303","54143-56-5","DB01195"
3004,"spiramycin",0.0000048,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical",745,"Spiramycin [8025-81-8]","C0037962","8025-81-8",NULL
3005,"piperacillin",0.0000074,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical",755,"Piperacillin sodium salt [59703-84-3]","C0700463","59703-84-3","DB00319"
3006,"sulfadimidine",0.0000134,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical",775,"Sulfamethazine sodium salt [1981-58-4]",NULL,"1981-58-4","DB01582"
3007,"dicoumarol",0.0000118,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical",785,"Dicumarol [66-76-2]",NULL,"66-76-2","DB00266"
3008,"acacetin",0.000014,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical",695,"Acacetin [480-44-4]",NULL,"480-44-4",NULL
3009,"methylbenzethonium chloride",0.0000086,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical",705,"Methyl benzethonium chloride [25155-18-4]",NULL,"25155-18-4",NULL
3010,"sulfachlorpyridazine",0.000014,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical",715,"Sulfachloropyridazine [80-32-0]",NULL,"80-32-0",NULL
3011,"helveticoside",0.0000074,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical",646,"Helveticoside [630-64-8]",NULL,"630-64-8",NULL
3012,"lanatoside C",0.000004,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical",656,"Lanatoside C [17575-22-3]",NULL,"17575-22-3",NULL
3013,"PHA-00851261E",0.00001,6,"MCF7","HT_HG-U133A","DMSO","Pfizer RTC","PHA-00851261E","PHA-00851261E [724719-49-7]",NULL,"724719-49-7",NULL
3014,"0317956-0000",0.00001,6,"MCF7","HT_HG-U133A","DMSO","Pfizer RTC","0317956-0000","0317956-0000 [391210-11-0]",NULL,"391210-11-0",NULL
3015,"PHA-00851261E",0.000001,6,"MCF7","HT_HG-U133A","DMSO","Pfizer RTC","PHA-00851261E","PHA-00851261E [724719-49-7]",NULL,"724719-49-7",NULL
3016,"0317956-0000",0.000001,6,"MCF7","HT_HG-U133A","DMSO","Pfizer RTC","0317956-0000","0317956-0000 [391210-11-0]",NULL,"391210-11-0",NULL
3017,"indapamide",0.0000106,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical",220,"Indapamide [26807-65-8]","C0021186","26807-65-8","DB00808"
3018,"phentolamine",0.0000126,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical",230,"Phentolamine hydrochloride [73-05-2]","C0733398","73-05-2","DB00692"
3019,"proglumide",0.000012,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical",240,"Proglumide [6620-60-6]","C0033321","6620-60-6",NULL
3020,"mexiletine",0.0000186,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical",241,"Mexiletine hydrochloride [5370-01-4]","C0543459","5370-01-4","DB00379"
3021,"ethisterone",0.0000128,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical",261,"Ethisterone [434-03-7]","C0015025","434-03-7",NULL
3022,"vincamine",0.0000112,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical",271,"Vincamine [1617-90-9]","C0042674","1617-90-9",NULL
3023,"fludrocortisone",0.0000094,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical",281,"Fludrocortisone acetate [514-36-3]","C0616274","514-36-3","DB00687"
3024,"dantrolene",0.0000118,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical",291,"Dantrolene sodium salt [14663-23-1]","C0010976","14663-23-1","DB01219"
3025,"trichostatin A",0.0000001,6,"MCF7","HT_HG-U133A","DMSO","Sigma-Aldrich","T8552","Trichostatin A, from Streptomyces sp.",NULL,NULL,NULL
3026,"nafcillin",0.0000088,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",843,"Nafcillin sodium salt monohydrate [7177-50-6]","C0982292","7177-50-6","DB00607"
3027,"pronetalol",0.000015,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",974,"Pronethalol hydrochloride [51-02-5]",NULL,"51-02-5",NULL
3028,"troleandomycin",0.000005,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",36,"Troleandomycin [2751-09-9]",NULL,"2751-09-9","DB01361"
3029,"fusaric acid",0.0000224,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",442,"Fusaric acid [536-69-6]",NULL,"536-69-6",NULL
3030,"6-azathymine",0.0000314,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",483,"Azathymine, 6 [932-53-6]",NULL,"932-53-6",NULL
3031,"cinchonine",0.0000136,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",608,"Cinchonine [118-10-5]",NULL,"118-10-5",NULL
3032,"etofenamate",0.0000108,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",1014,"Etofenamate [30544-47-9]","C0059868","30544-47-9","DB08984"
3033,"amiloride",0.0000132,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",7,"Amiloride hydrochloride dihydrate [17440-83-4]","C0002502","17440-83-4","DB00594"
3034,"carbarsone",0.0000154,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",413,"Carbarsone [121-59-5]",NULL,"121-59-5",NULL
3035,"phenacetin",0.0000224,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",533,"Phenacetin [62-44-2]","C0031364","62-44-2","DB03783"
3036,"trichostatin A",0.0000001,6,"PC3","HT_HG-U133A","DMSO","Sigma-Aldrich","T8552","Trichostatin A, from Streptomyces sp.",NULL,NULL,NULL
3037,"Prestwick-864",0.000035,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",864,"Methylhydantoin-5-(D) [55147-68-7]",NULL,"55147-68-7",NULL
3038,"fluvoxamine",0.0000092,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",995,"Fluvoxamine maleate [61718-82-9]","C0085228","61718-82-9","DB00176"
3039,"oxybuprocaine",0.0000116,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",57,"Benoxinate hydrochloride [5987-82-6]","APRD00817","5987-82-6","DB00892"
3040,"cefotetan",0.000007,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",473,"Cefotetan [69712-56-7]","C0007555","69712-56-7","DB01330"
3041,"etifenin",0.0000124,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",504,"Etifenin [63245-28-3]",NULL,"63245-28-3",NULL
3042,"gramine",0.000023,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",629,"Gramine [87-52-5]",NULL,"87-52-5",NULL
3043,"amiprilose",0.0000118,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",845,"Amiprilose hydrochloride [60414-06-4]",NULL,"60414-06-4",NULL
3044,"ethambutol",0.0000144,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",28,"Ethambutol dihydrochloride [1070-11-7]","C0014964","1070-11-7","DB00330"
3045,"ginkgolide A",0.0000098,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",444,"Ginkgolide A [15291-75-5]",NULL,"15291-75-5","DB06743"
3046,"tolazamide",0.0000128,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",554,"Tolazamide [1156-19-0]","C0040372","1156-19-0","DB00839"
3047,"boldine",0.0000122,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",600,"Boldine [476-70-0]",NULL,"476-70-0",NULL
3048,"suprofen",0.0000154,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",816,"Suprofen [40828-46-4]","C0038878","40828-46-4","DB00870"
3049,"oxamniquine",0.0000144,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",1026,"Oxamniquine [21738-42-1]","C0029994","21738-42-1","DB01096"
3050,"N-acetyl-L-aspartic acid",0.0000228,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",415,"Aspartic acid, N-acetyl (R,S) [997-55-7]",NULL,"997-55-7",NULL
3051,"rifampicin",0.0000048,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",525,"Rifampicin [13292-46-1]","EXPT02777","13292-46-1","DB01045"
3052,"sulmazole",0.000014,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",641,"Sulmazole [73384-60-8]",NULL,"73384-60-8",NULL
3053,"azacitidine",0.0000164,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",866,"Azacytidine-5 [320-67-2]","C0004475","320-67-2","DB00928"
3054,"fluticasone",0.000008,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",997,"Fluticasone propionate [80474-14-2]","C0117996","80474-14-2","DB00588"
3055,"pheniramine",0.0000112,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",59,"Pheniramine maleate [132-20-7]","C0606318","132-20-7","DB01620"
3056,"brompheniramine",0.0000092,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",475,"Brompheniramine maleate [980-71-2]","C1330620","980-71-2","DB00835"
3057,"sisomicin",0.0000028,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",506,"Sisomicin sulfate [53179-09-2]","C0037210","53179-09-2",NULL
3058,"trihexyphenidyl",0.0000118,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",701,"Trihexyphenidyl-D,L Hydrochloride [58947-95-8]","C0041009","58947-95-8","DB00376"
3059,"levobunolol",0.0000122,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",847,"(-) -Levobunolol hydrochloride [27912-14-7]","C0006388","27912-14-7","DB01210"
3060,"memantine",0.0000186,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",978,"Memantine Hydrochloride [41100-52-1]","C0771988","41100-52-1","DB01043"
3061,"niclosamide",0.0000122,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",40,"Niclosamide [50-65-7]","C0028017","50-65-7","DB06803"
3062,"mycophenolic acid",0.0000124,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",556,"Mycophenolic acid [24280-93-1]","C0026933","24280-93-1","DB01024"
3063,"canadine",0.0000118,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",672,"(d,l)-Tetrahydroberberine [522-97-4]",NULL,"522-97-4",NULL
3064,"nadolol",0.000013,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",818,"Nadolol [42200-33-9]","C0027302","42200-33-9","DB01203"
3065,"benzathine benzylpenicillin",0.0000042,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",1028,"Benzathine benzylpenicillin [5928-84-7]",NULL,"5928-84-7","DB09323"
3066,"metronidazole",0.0000234,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",81,"Metronidazole [443-48-1]","C0353490","443-48-1","DB00916"
3067,"chlorogenic acid",0.0000112,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",427,"Chlorogenic acid [327-97-9]",NULL,"327-97-9",NULL
3068,"metacycline",0.0000084,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",964,"Methacycline hydrochloride [3963-95-9]",NULL,"3963-95-9","DB00931"
3069,"cimetidine",0.0000158,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",26,"Cimetidine [51481-61-9]","C0304539","51481-61-9","DB00501"
3070,"corticosterone",0.0000116,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",432,"Corticosterone [50-22-6]",NULL,"50-22-6",NULL
3071,"selegiline",0.0000178,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",552,"Selegiline hydrochloride [14611-52-0]","C0036579","14611-52-0","DB01037"
3072,"xylazine",0.0000182,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",598,"Xylazine [7361-61-7]",NULL,"7361-61-7",NULL
3073,"cefsulodin",0.0000072,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",814,"Cefsulodin sodium salt [52152-93-9]","C0007558","52152-93-9",NULL
3074,"cinchocaine",0.0000116,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",76,"Dibucaine [85-79-0]",NULL,"85-79-0","DB00527"
3075,"levothyroxine sodium",0.0000052,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",403,"Thyroxine (L) [51-48-9]","C0079691","51-48-9",NULL
3076,"L-methionine sulfoximine",0.0000222,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",523,"Methionine sulfoximine (L) [15985-39-4]",NULL,"15985-39-4",NULL
3077,"co-dergocrine mesilate",0.0000064,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",569,"Dihydroergotoxine mesylate [8067-24-1]",NULL,"8067-24-1","DB01049"
3078,"trichostatin A",0.0000001,6,"PC3","HT_HG-U133A","DMSO","Sigma-Aldrich","T8552","Trichostatin A, from Streptomyces sp.",NULL,NULL,NULL
3079,"sitosterol",0.0000096,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",985,"Beta-sistosterol [83-46-5]","MMS_557","83-46-5",NULL
3080,"ticlopidine",0.0000134,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",47,"Ticlopidine hydrochloride [53885-35-1]","C0040207","53885-35-1","DB00208"
